,cid,podcaster_id,title,episode_count,sub_count,primary_cid
7560,2745422,18206925.0,Radio Ketabus | رادیو کتابوس,1,9,
7561,2682509,17832210.0,Narenj Family,5,16,
7562,2749161,18221384.0,رادیو پرواز,3,93,
7563,4498829,,عصرانه هنر,20,512,4492093.0
7564,2703514,7573139.0,Bear town,15,23,
7565,2798670,18412561.0,مهاجرت با کوشا,6,67,
7566,3485504,,Histro,1,0,
7567,2733555,18143469.0,Builder mind,1,26,
7568,4498834,,سوفیا,32,27,4506384.0
7569,2541925,16870427.0,تغییر در باورها,31,391,
7570,2645311,17603765.0,3 نکته بازاریابی,1,43,
7571,2841329,18160240.0,کوه گشت,33,158,
7572,2607231,17356694.0,Websima Academy آکادمی وبسیما,20,363,
7573,2759751,17833914.0,راديو آرامش,1,33,
7574,1970740,,سایر مناسبت ها – پایگاه اطلاع رسانی حاج مهدی مختاری,11,1,
7575,1880712,,نقشه فرار – دانلود فيلم،دانلود سريال | مرز فان,2,6,
7576,4498640,,امیرحسین عطاریانی,31,10,4568373.0
7577,4498635,,مرکز مذاکره ایران,29,192,4568455.0
7578,2504516,16719855.0,Ba Koodaket | با کودکت,2,378,
7579,2735894,18069687.0,جمعیت منتظران جوان,4,1,
7580,2878715,18643242.0,MojeMemari,1,3,
7581,2852437,18577401.0,کتابخانه کوچک مهربانی,5,27,
7582,2864367,,مجله نودیها,232,26,
7583,2633097,17520637.0,MihanLearn,1,10,
7584,2748481,17969337.0,PodZahr پادزهر,11,32,
7585,1658932,,شجریان – نت پاک,2,19,
7586,2648615,17636914.0,صدای آموزش و پرورش استان اصفهان,1,3,
7587,2805777,17153753.0,نوای سینما -- هنر شنیدن فیلم ها,2,21,
7588,2754546,,فیل و موش,2,16,
7589,2693402,17904188.0,TOOKMUSIC,4,193,
7590,2591700,16578563.0,Radio Aqvarium | رادیو آکواریوم,28,980,
7591,2695701,17921559.0,"Me, I'm Not Podcast",4,7,
7592,2785711,17630511.0,BoOKCaST,264,1522,
7593,2776911,,Ruznevesh | روز نوشت,2,3,
7594,2886435,,دانلود آهنگ – روزانه سبک زندگی نو,11,8,
7595,2579961,10342051.0,Zagros Stories-داستان های حوالی زاگرس,32,57,
7596,2845461,,رادیو نشیب,4,81,
7597,2531435,16870427.0,شکست عشقی,21,698,
7598,2753949,16944915.0,NAATI CCL Test - Persian,2,7,
7599,2969724,18811110.0,رادیو تالش - Radio Talesh,2,32,
7600,2823275,18490540.0,پادکست رادیو کراپ / Radio Krapp,5,50,
7601,2681981,17828309.0,AlirezaRouhi.Teach,3,9,
7602,2624721,17465780.0,Orkids | ارکیدز,15,685,
7603,2826624,18262306.0,رادیو اکسیژن  دکتر فتاح,4,6,
7604,2595876,16944605.0,پادکست مستر زحمت کش / MrZahmatkesh show,1,8,
7605,2912286,16884863.0,DesignCast پادکست فارسی,11,201,
7606,2671893,17626887.0,radio atom رادیو اتم,2,50,
7607,5708881,,ناوکست / Navcast,27,24,
7608,2770828,11701983.0,دانلود آهنگ های میلاد افضلی,1,1,
7609,4498885,17423008.0,فوتبال به روایت ما,8,0,2931433.0
7610,4498682,,روانشنو,15,11,4568372.0
7611,2777359,10007762.0,رادیو سیزدهم | Radio Sizdahom,4,5367,
7612,2748204,18132513.0,یادداشت‌ های پراکنده,13,401,
7613,2699354,17945079.0,آموزش زبان ترکی استانبولی _ بانادیا,11,2204,
7614,2811868,17870244.0,خرده‌پادکست,2,8,
7615,2917655,13543817.0,BWF Coach Education-پادکست فارسی,7,65,
7616,2877662,18631739.0,رادیو عکاسی شیراز,24,416,
7617,2853141,15446349.0,مجموعه وبینارهای وب۲۴,17,35,
7618,2516542,16766297.0,Cinematag ( مجله سینمایی سینماتگ),3,4,
7619,2034366,3291049.0,Farshad Makooyi - فرشاد ماکویی,22,263,
7620,2409363,15763359.0,TweetCast | توییت کست,13,215,
7621,2116701,13132177.0,پادکست فارسی نیوتب | New Tab...,4,171,
7622,2666279,11083062.0,Pouyachekhabar,12,416,
7623,2837266,18530535.0,Shabe Mahtab / شبِ مهتاب,1,28,
7624,2621249,17039018.0,دکتر مومن بالله,5,0,
7625,2357279,15421763.0,Radio Chakaad,22,633,
7626,2559153,16870427.0,اعتماد به نفس,18,1157,
7627,2004376,9685194.0,radio parham | پادکست طنز رادیو پرهام,43,6072,
7628,2537650,16924681.0,رادیویی به وسعت تمام کتاب‌های جهان,8,44,
7629,2274324,15210771.0,آپـــکـســتــ -آپکست upcast,3,10,
7630,2617280,15172287.0,سربازی,9,78,
7631,2442642,16147577.0,Madar مدار,17,17,
7632,2970854,18841810.0,1UP Cast,2,5,
7633,2716283,18008736.0,ArchiCaster | پادکست معماری آرکی کستر,38,2391,
7634,2538237,16659048.0,کانال همراهِ مادر و کودک - قصه و لالایی,140,36935,
7635,2238419,15103375.0,SHANBEHINHAFTEH |پادکست فارسی شنبه این هفته,89,7756,
7636,2439770,16210655.0,تپلیغ آکادمی,40,70,
7637,4413371,,Erfan,1,0,
7638,2581995,16870427.0,چطور خوشبخت باشیم,15,171,
7639,2580171,16682531.0,lets learn,5,80,
7640,2691997,17896767.0,انزوا,3,14,
7641,2437133,16147577.0,Joualdooz جوالدوز,90,88,
7642,2673754,17744046.0,Poshtekar- پُشت کار,5,196,
7643,2210042,14746494.0,دکتر احمد رحمانی - هوشمندی کسب  و کار,1,18,
7644,2785143,18367715.0,yosquiz_com,2,8,
7645,2236136,14745078.0,PR Pros,29,368,
7646,2724002,18070966.0,گزیده سخنان آیت اللّه سید علی محمد دستغیب,37,40,
7647,2766058,18087573.0,بررسی مسائل روز از دیدیگاه حقوقی - دکتر عرفان لاجوردی - دارالوکاله فرصت,19,208,
7648,2408974,,کارگری – رادیو فرهنگ,95,11,
7649,2269559,10674834.0,داستان‌چی | Dastanchi,18,594,
7650,2704001,17865972.0,Asre Pardakht | عصر پرداخت,171,3562,
7651,2394025,15801617.0,Sekke Podcast | پادکست سکه,99,40744,
7652,2455380,11858916.0,A,0,0,
7653,2419121,16021618.0,Ultramedia,5,8,
7654,2113733,13012541.0,قصه‌هایی که برای دخترانم می‌خوانم,16,84,
7655,2005639,12044546.0,کتابخانه گلها,120,300,
7656,2493581,14946259.0,Popcorn Talk (پاپکورن تاک),143,1382,
7657,2672199,17789495.0,RADIO ZAHREMAR / رادیو زهرمار,4,6,
7658,2974316,18851865.0,VGCAST,3,20,
7659,2940914,10960592.0,توسعه فردی با تد,19,6910,
7660,2788251,18380551.0,Channel MU | چنل مو,2,24,
7661,2633123,16870427.0,فنون متقاعد سازی,24,1253,
7662,2795592,15104621.0,انجمن هوای پاک کندو | kandoo NGO,29,43,
7663,2639203,17569420.0,Dr_Shariati_Ali,5,112,
7664,2377962,15534040.0,Radio Diazepam,8,156,
7665,2727559,18116859.0,Radio Graph | رادیو گراف,77,92,
7666,2488619,16597321.0,HDpod,14,11,
7667,2725268,15242085.0,پادکست گوشه,49,16722,
7668,2860372,18445328.0,نشت نشا (خوانش: نشاط),18,129,
7669,2836100,18527016.0,رادیو لاژورد | Radio lazhvard,9,84,
7670,2823340,18490633.0,Sampad,1,4,
7671,2755169,17705177.0,روانشناسی,217,69983,
7672,2860511,18504457.0,radio.med,1,7,
7673,2413986,,مـ کـ ث,3,10,
7674,2340615,8808779.0,انسان در جستجوی معنا,24,44007,
7675,2998620,18902293.0,پادکست گیسو,45,272,
7676,2561114,16870427.0,خود دوستی,31,464,
7677,2113424,12999366.0,رادیو مهاجرت,5,1678,
7678,2952440,18800598.0,fara gasht travel agency,5,3,
7679,2776771,18334925.0,Modarres Jonoob,29,182,
7680,2782247,17638124.0,کتاب صوتی هری پاتر و زندانی آزکابان,40,3422,
7681,2388790,15693654.0,گپ کست |  gapcast,9,54,
7682,2773121,18320102.0,از هولوکاست تا کوچه های منیریه,1,70,
7683,2889181,18567403.0,PardisCast,6,10,
7684,2618970,,انقلاب به زبان ساده,1,28,
7685,2983472,9582841.0,StarCast | استارکست,5,156,
7686,2962935,18822539.0,برنامه های آرتین پرتویان در رادیو شمرون,4,688,
7687,2939110,18777318.0,رادیو سکوت radio sokut,1,50,
7688,2808515,18449731.0,درباره پژمان,1,3,
7689,2695181,17916597.0,BaziCast | بازی کست,86,4407,
7690,2730839,18132113.0,پادکست هدفون,1,11,
7691,2313177,15260423.0,صدایی از هیچ,4,9,
7692,2693366,17905124.0,Radio Killoee | رادیو کیلویی,1,1,
7693,2860560,18602708.0,saber arkiya,0,0,
7694,2235047,15063358.0,رادیو روان,5,283,
7695,2429982,16114628.0,مارکتینگ724,3,18,
7696,2490248,16608514.0,Peykan,19,179,
7697,2642792,17594063.0,Radio Mokhamer | رادیو مخمر,1,5,
7698,2192122,14476955.0,Picocast,13,7,
7699,2234173,15050180.0,قدیما - Ghadima,3,21,
7700,2439643,16202418.0,roshdzeytoon,1,3,
7701,2825522,18318304.0,Lifeirantv | پادکست رادیو لایف ایران,20,35,
7702,2689052,17527358.0,رادیو ۳۴,1,50,
7703,2651039,17557543.0,حال خوب با پویا ودایع,7,122,
7704,2585999,16944070.0,HesWork,9,1211,
7705,5708880,,Digesttt/ پادکست دایجست,22,6,
7706,2846974,18558103.0,پادکست رادیو روجا,21,2102,
7707,2844814,18552061.0,energy media,1,4,
7708,2403041,15875495.0,رادیو آپا,25,85,
7709,2966633,11877449.0,UX LAAZ!,10,216,
7710,2600446,17306697.0,بازخوانی رمان وی  - امیرقباد,4,51,
7711,2502069,16699122.0,ژاپن‌باز,1,139,
7712,2734190,18142041.0,RADIO B.R رادیو بی‌عار,1,2,
7713,2228388,14980550.0,Energy,1,0,
7714,2141701,12959665.0,استادمینوفن,35,10734,
7715,2798999,16707462.0,سدای سونر,22,7,
7716,2159874,,محمدجواد امیراحمدی - صدانت,7,28,
7717,2557895,17047959.0,Ravan_pajoohesh,13,47,
7718,2868852,18620854.0,پادکست تازه شو,8,27,
7719,2434225,16147577.0,Counsulting مشاوره,6,11,
7720,2759910,15871681.0,Lale Zar 99,1,7,
7721,2130888,13477446.0,جلسات روانکاوی و فرهنگ,66,1476,
7722,2562844,17078577.0,مسترهوم,1,1,
7723,2379823,15660700.0,ROYALMOHTAVA,2,2,
7724,2653047,12651247.0,کنکوریسم,1,24,
7725,2944237,18790509.0,آژانس دیجیتال مارکتینگ اینتن,1,36,
7726,2431447,16126380.0,مهاجرت به کانادا با موسسه ویستا,5,117,
7727,2479306,16147577.0,Noghte sare khat نقطه سر خط,8,45,
7728,2764336,11701983.0,دانلود آهنگ های کامی یوسفی,1,1,
7729,2367777,12096392.0,حماسه‌ای برای آزادی بیان از اسارت رسانه‌ها,1,63,
7730,3922776,,Alaki,2,0,
7731,2213099,14788562.0,Late Night w/Kamyar and Kaveh,10,15,
7732,2764458,9753769.0,کتاب صوتی بیشعوری,26,21367,
7733,2781822,18351294.0,Radio seda رادیو صدا,5,22,
7734,2970866,12227994.0,Paradiso Parsi,35,166,
7735,2996104,18842473.0,تنها مسیر- راهبرد اصلی در نظام تربیت دینی,94,740,
7736,2807324,18445085.0,Embrace English,9,112,
7737,2364581,15494832.0,ParnianTV,1,1,
7738,2753163,9753769.0,کتاب صوتی قلعه حیوانات,10,31833,
7739,2555912,17037263.0,Spotlight Podcast,1,0,
7740,2530856,13839011.0,دانلود آهنگ جدید محمد علیزاده,1,4,
7741,2360501,6953752.0,پادکست هُشتَک | Hoshtak,8,1227,
7742,2013089,10775154.0,Radio Football,31,845,
7743,2434273,16147577.0,Inja Shab Nist اینجا شب نیست,24,226,
7744,2768945,18290875.0,mosabthetraveler,7,32,
7745,2784927,18366935.0,jigh.sums,1,1,
7746,2696858,17860915.0,پادکست مقالات مهرمندان,18,16,
7747,2494227,16636623.0,رادیو بین خودمان بماند,4,6,
7748,2372124,15583185.0,سابلیمینال ونیزان,1,410,
7749,2744007,18198548.0,MILITO,5,3,
7750,2760953,18274691.0,Blindspot نقطه کور,3,82,
7751,2434369,16147577.0,Yek Rooze Varzeshi یک روز ورزشی,21,26,
7752,2410930,15962757.0,radio darya,1,6,
7753,2370031,15551524.0,خانه سرمایه,50,301,
7754,2475935,16497294.0,Radio Decamond | رادیو دکاموند,2,11,
7755,2910077,16971098.0,اموزش پرورش بیرم,2,0,
7756,2795321,18197243.0,سخنرانی های تاثیرگذار تاریخ,1,132,
7757,2473383,16371889.0,داستان های شنیدنی,6,91,
7758,2829389,16294242.0,Radio Barg,8,23,
7759,2358925,15371016.0,کارت قرمز - red card,1,28,
7760,2843719,,قامتی,3,0,
7761,2084356,12097756.0,Radio Therapy,84,12,
7762,2140695,13650022.0,Purple Smile,3,40,
7763,2730633,18131149.0,emruz it,5,2,
7764,2409258,15936876.0,بی شارپ,9,175,
7765,2811695,17809309.0,Radio Giah | رادیو گیاه,2,31,
7766,2171762,14157252.0,Cycle,13,30,
7767,2099904,,"قرآن – سید محسن نبوی ""حرف محبت""",132,21,
7768,2784876,18365730.0,Radio.Med,1,0,
7769,2765917,8121520.0,NIUSHA,3,3,
7770,2097075,12478240.0,Radio Chel / پادکست رادیو چل,5,120,
7771,2682590,17800605.0,Lak Lak Memories | خاطرات لک لکی,7,205,
7772,2531476,16890166.0,40Pich,2,0,
7773,2092303,12292241.0,گیتار موزیک - مرجع آهنگ های جدید,20,40,
7774,4779481,,Outsiders,15,12,
7775,2419072,16021105.0,پایگاه خبری واکاوی - کردستان، سقز,9,8,
7776,2769019,17543448.0,شنیدی,2,7,
7777,2631060,16870427.0,مدیریت زمان,17,534,
7778,2372896,15575508.0,پادکست - مهاجرت به استرالیا,2,84,
7779,2850115,18567320.0,Radio Vesta( رادیو وستا),30,1282,
7780,2289745,15326440.0,راهنمای تجارت در گرجستان,4,42,
7781,2766648,17491137.0,رادیو پورتفولیو,31,518,
7782,2397481,15830769.0,Khob k chi,1,1,
7783,2770769,18311818.0,3Gul,1,1,
7784,2593577,17263582.0,کار کارِ انگلیسی هاست,3,47,
7785,2785760,13515971.0,Live Show | لایو شو,17,321,
7786,2689639,17874254.0,radio.cigarette,24,15,
7787,2674357,17800462.0,IELTSOrganzier Collocation Podcast,1,35,
7788,2209176,14718139.0,E-Cast / ای‌کست,6,451,
7789,2362270,15241539.0,کانون زبان ایران,7,73,
7790,2062744,11701983.0,دانلود آهنگ شاد رقصیدنی,1,47,
7791,2392067,15764706.0,مونولوگ های ویتامین زیست,1,9,
7792,2439156,16137776.0,MeythCast,3,11,
7793,2223740,14779151.0,پادکست سینمایی و موسیقی متن  سینوا,3,66,
7794,2579261,17151843.0,Spotlight Podcast,6,4,
7795,2141654,13675580.0,پادکست سمر | Samar Podcast,14,871,
7796,2749986,18025413.0,پلاتیپوس,2,4,
7797,2883589,18660478.0,میکسد_کست | MixedCast,6,18,
7798,2843576,18547532.0,رادیو نسل,11,152,
7799,2822453,18487876.0,Sina.Salemi.Podcast,1,3,
7800,2769858,12249279.0,بازاریابی به روش کرگدنها,3,38,
7801,2807811,,ما موزیک | mamusic,5000,109,
7802,2593565,17263599.0,"فروشگاه اینترنتی چرخ , ماشین شارژی و لوازم جانبی | آوا چرخ",1,4,
7803,2736416,18158658.0,بی‌مخاطب,4,11,
7804,2764388,9753769.0,کتاب صوتی شازده کوچولو با صدای احمد شاملو,0,2201,
7805,2646644,14545769.0,انفیلدکست - AnfieldCast,7,110,
7806,2687498,17168751.0,Way Cafe,4,14,
7807,2647579,14905263.0,igderi cast,66,53,
7808,2384511,15703545.0,شرح مثنوی معنوی,23,445,
7809,4498623,,سعید قنبری,2,2,4568465.0
7810,2568728,16307399.0,کتاب فقط برای تفریح > با صدای استاد نیک زاد,31,176,
7811,2622059,17450865.0,انقلاب به زبان ساده,3,25,
7812,2392071,15764706.0,پادکست های مشاوره ای,2,20,
7813,2646844,17625648.0,رادیو مدیرفا,36,105,
7814,2434358,16147577.0,Gooshfang گوشفنگ,21,32,
7815,2837545,17910266.0,پادکست سینمایی آپــــــــــاراتچـــــــــــــــــی ( معرفی فیلم ),11,243,
7816,4498890,21419576.0,نقدکست,67,216,4568258.0
7817,2693322,10102706.0,Ruzhman,8,41,
7818,2802116,18379574.0,dtcast,2,22,
7819,2188195,14416445.0,موتوراسپورت ایران - Motorsportiran,53,516,
7820,2497949,16671179.0,رادیو سیاهه | Radio Siaahe,3,15,
7821,2430202,11658692.0,Dirbazofficial,3,4,
7822,2204656,14234386.0,چهل نامه کوتاه به همسرم,10,349,
7823,2716564,17982374.0,Mowz Podcast,19,1726,
7824,4498872,25549977.0,پادکست پرسونال مدیا,4,220,
7825,2206455,14694405.0,BourseTalk بورس تاک,1,583,
7826,2361801,15104621.0,ASPA | آسپا,6,23,
7827,2195791,10614753.0,پادکست روانشناسی دکتر سرگلزایی,221,16183,
7828,2826240,18426686.0,Radio Hamdastaan / رادیو همداستان,1,15,
7829,2717106,18054245.0,Radio Partoo,4,3,
7830,2435581,15446349.0,Radio SEO24,32,175,
7831,2717955,18058191.0,yekestekanchaei - یک استکان چای,274,274,
7832,2400638,14662581.0,mimbigdeli - audioblogs,45,1638,
7833,1997066,,keintorplus,2,15,
7834,2918757,18691348.0,پادکست شیار,4,23,
7835,2696786,17855742.0,mr_chamedoon,1,1,
7836,2689243,17704271.0,داستانهای کودک درون / کودک بیرون,11,100,
7837,4498590,,درویش نامه,102,202,
7838,2738593,18169998.0,Radio Maziyar,3,8,
7839,2695840,11090288.0,Manoochehr,5,163,
7840,2694597,17912326.0,ArtTuneRadio/رادیو آوای هنر,24,125,
7841,2011358,8334591.0,DastaneAsr,167,138,
7842,2598455,14239575.0,Fight Club | باشگاه مشت زنی,69,1909,
7843,2782449,16682348.0,امیرعلی ق,8,11516,
7844,2861749,18607887.0,Azadcast,74,232,
7845,2676607,9286388.0,گفتگوهای محسن,1,10,
7846,2284452,15322715.0,BizCast,3,42,
7847,2479962,16532410.0,Heeta Fashion Dictionary / هیتا,6,732,
7848,2660654,16877018.0,DESIgN CAST | دیزاین کست,15,1066,
7849,2434123,16147577.0,Sibe Salamat سیب سلامت,90,326,
7850,2704820,17860915.0,روخوانی کتاب مهرمندان,25,172,
7851,2886197,18668786.0,idigi,1,0,
7852,2396779,12323791.0,نقد کن!,1,17,
7853,2909730,18709252.0,The Podbast Series |  سری پادبَست,8,82,
7854,2752257,18235500.0,Bonfire Talk,7,36,
7855,2938836,18776120.0,رسیدن,3,7,
7856,2713446,14804393.0,i am shirin | پادکست شیرین,1,3,
7857,2403356,,پادکست سنتیدور,3,27,
7858,2738009,18141705.0,KONKORIZM,1,42,
7859,2722441,13544782.0,آمال و آرزو های فردی بیست و اندی ساله,3,12,
7860,2843798,18529245.0,پادکست اُریب | orib podcast,5,38,
7861,2593432,17072968.0,BambooPodcast,1,12,
7862,2697379,17699205.0,voiceofcosmos-CAST,53,130,
7863,2449017,16111084.0,radioarash,1,39,
7864,2177773,14234857.0,RadioNik,15,22,
7865,2753276,9753769.0,کتاب صوتی ملت عشق,42,59059,
7866,4526091,,رادیو آگرین تک,157,8,4498746.0
7867,3101741,17953043.0,اولیوم، اولین پادکست کنکور- Avalium,13,468,
7868,2727431,7552616.0,Music caster | Ehsan Taheri,7,16,
7869,2391073,15762249.0,Funglish,4,18,
7870,2827090,18501861.0,کانکشن نامه | Connection Nameh,6,10,
7871,2901790,18690373.0,رادیو خاوران,24,195,
7872,2824580,18490633.0,Farzanegan 5,1,0,
7873,2432675,15400090.0,mojtaba soltani  مجتبی سلطانی,26,15,
7874,2787310,17790757.0,Ivan podcast,2,23,
7875,2997368,18866239.0,mubacast-موباکست,6,4,
7876,2187760,14406825.0,BuZzz.Podcast,9,435,
7877,2593286,17261700.0,ABRAK,1,0,
7878,2912957,18720112.0,Kahkeshan Creativity and Innovation Institute (KCII),0,0,
7879,2743994,18202058.0,Baharcast,1,2,
7880,2381127,14897006.0,Artcast آرت‌کست,1,113,
7881,2828279,8799160.0,Baawaan - باوان,6,94,
7882,2663996,17725306.0,▄▀ 𝙸𝚗𝚏𝚒𝚗𝚒𝚝𝚎 𝙲𝚊𝚕𝚖𝚗𝚎𝚜𝚜 ▀▄,3,0,
7883,2630640,17333351.0,تاریخ تطبیقی و تحلیلی,1,42,
7884,2540633,16870427.0,روابط عاطفی,18,303,
7885,2634043,15477953.0,gapogoft,1,4,
7886,2667761,15481350.0,سیاحت‌نامه‌ی شاردن,8,1278,
7887,2904328,18682777.0,SPOTLIGHT PODCAST,16,1,
7888,2405997,15842366.0,Nerd Cast | نرد کست,9,283,5291127.0
7889,2699245,17913697.0,آن سوی مرگ,40,2887,
7890,2740332,15775787.0,Pod Shid I پادشید,11,252,
7891,2762784,18280992.0,Gavazn E.C,1,6,
7892,2959044,18812214.0,Covid plus Ravan,2,9,
7893,2849183,18564701.0,پادکست فارسی MirCast,2,17,
7894,2671207,9162904.0,رادیو همایون -مهاجرت به آلمان - پادکست فارسی,13,3263,
7895,2508336,16743737.0,tannaz,1,0,
7896,2306594,15342312.0,ArchiApply,3,31,
7897,2695324,17917854.0,EleCast - الکست,10,229,
7898,2831290,17998770.0,موزیک روزمره,6,37,
7899,2941132,18161928.0,wpmen.ir - مردان وردپرس,1,6,
7900,2611016,15843462.0,Danial Esmaeilian,7,32,
7901,2850177,18518423.0,gheseban,2,6,
7902,2652627,17662665.0,RadioWiki,1,4,
7903,2006856,,تاپ آرت - تهران پادکست,1,295,
7904,2424585,8705744.0,Che Cast | چکست,1,10,
7905,2863670,18611383.0,Phytale,4,136,
7906,2322746,12096392.0,آخرین آمادگی برای ظهور,11,325,
7907,2605724,17339029.0,سبک زندگی,1,12,
7908,2758545,18263015.0,Radio Pooyesh | رادیو پویش,4,90,
7909,2553634,17026011.0,Jafarilab,25,180,
7910,2673847,15446349.0,مجموعه وبینارهای آموزش برای بحران,10,43,
7911,2131368,13493864.0,سینماگپ CinemaGap,185,4829,
7912,2858513,18233996.0,radio saroseda  |   رادیو سروصدا,21,163,
7913,2431601,16130022.0,DrKonkoor,5,31,
7914,2768972,18304112.0,fifi foofoo,1,40,
7915,2406437,,شعر و قصه‌خوانی – رادیو فرهنگ,175,326,
7916,2769887,17693442.0,Radio Godzilla,13,27,
7917,4498563,12189116.0,رومیز,15,59,4568677.0
7918,2715216,14328424.0,لذت علم مدیریت,1,46,
7919,2068615,11519916.0,Quick Learn,9,47,
7920,2210090,10329427.0,Freelancer - فریلنسر,24,936,
7921,2074732,11902720.0,RadioBarnameneviss's Channel,140,205,
7922,2731305,18134865.0,مثلث برمودا,6,66,
7923,2582847,15407193.0,Type cafe/کافه تایپ,2,22,
7924,2760955,18260159.0,پادکست اوتسایدرز  | Outsiders Podcast,15,3348,
7925,2369708,,رادیو مشتری - پادکست تخصصی در حوزه مشتری - گروه حاتم طهرانی,18,520,
7926,4363970,,نمونه پادکست اولیه زیست,1,5,
7927,2517403,14078220.0,مانیشن,1,14,
7928,2829364,18507955.0,خودمونیم,4,14,
7929,2914115,,پادکست من,1,3,
7930,2759710,18266961.0,مدیروب - شنیدنی‌های دیجیتال مارکتینگ,10,163,
7931,2207267,14683417.0,Thinking Clearly  - شفاف اندیشیدن,5,37,
7932,2578329,15805463.0,امین شوشتری,0,0,
7933,2593216,8234912.0,رادیو باهم بخوانیم,9,60,
7934,2811839,7763286.0,Radio Hatef,18,16,
7935,4498740,,مسیر,1,1,4568514.0
7936,2742602,18194148.0,امید حق شنو | omid haqsheno,4,6,
7937,2799392,18415165.0,رادیوبوم,3,27,
7938,2523059,16691920.0,AmirTech-امیرتک,1,3,
7939,2580542,10928557.0,کتاب گویا,30,1846,
7940,2159872,,پادکست وبمستر پلاس,66,346,
7941,2516387,16764449.0,شعرخوانی,1,26,
7942,2973331,18848309.0,Be source,7,52,
7943,2678224,17815153.0,کیمیاگری درون,6,206,
7944,2883580,18660479.0,braincast | رسانه علوم شناختی,76,4908,
7945,1754934,,موسیقی فیلم – فیلموویز,11,102,
7946,2705517,17966657.0,پادکست گلدان درون-Goldane Darun,2,36,
7947,1693607,,متن آهنگ – تهران دانلود,4,0,
7948,2394063,,The Next Step Podcast,3,27,
7949,4362389,,مشاور آزمون کارشناسی ارشد و دکتری 1 – سنجش تکمیلی|آزمون کارشناسی ارشد|آزمون دکتری|کنکور ارشد|کنکور دکتری,2,15,
7950,1621092,,محرم – میهن فال,8,2,
7951,2784958,18367036.0,Radio Westphalia,25,495,
7952,2727617,13791857.0,NLP آکادمیک,21,361,
7953,2631065,14693280.0,Radio DigiLife,1,0,
7954,5647388,,یک شنبه های همیار وب - همیار وب,10,1,
7955,2628408,16821719.0,Elnovel - ال ناول,1,6,
7956,1952056,,بایگانی‌های فواد ضیایی - هورامی - دانلود آهنگ کردی,1,3,
7957,2789726,18387228.0,Hanif group,3,0,
7958,3200743,,من,1,0,
7959,1528317,,مومیایی – دانلود فيلم،دانلود سريال | مرز فان,3,6,
7960,1823096,,رامین جهانبگلو • صدانت,5,200,
7961,2690450,17793968.0,Nahibmag | رادیو نهیـــب,90,555,
7962,3575282,,Boye pa,1,0,
7963,2508070,16147577.0,Sedaye Aks صدای عکس,8,160,
7964,2755728,18249277.0,عشق و عرفان با شیوا خنیاگر /love and mysticism with shivakhonyagar,4,54,
7965,2683113,15816510.0,Bezanoo,8,22593,
7966,1855601,,انیمیشن | فیلم و سریال صوتی,4,15,
7967,1688414,,آهنگهای محمد اصفهانی – تهران دانلود,9,70,
7968,2754978,18245306.0,khodino,1,4,
7969,1976224,,صدا – VGMAG,18,22,
7970,1952182,,اسكن هاي برنامه ها – سید محمد یزدانی | SmYazdani,3,3,
7971,2630417,17500183.0,کنگره ۶۰ - درمان اعتیاد,18,393,
7972,2994275,18891731.0,اپلیکیشن مدیرت مالی شخصی,12,250,
7973,2773880,11701983.0,دانلود آهنگ های رضا مریدی,1,5,
7974,2772261,18307188.0,رادیو رَندوم - نمایشنامه خوانی در قرنطینه,4,190,
7975,1555306,,رادیو مذاکره – روزنوشته‌های محمدرضا شعبانعلی,15,17948,
7976,2940442,18429443.0,Manaloguee  | مانالوگ,18,557,
7977,2736540,18159054.0,mirhosseinohadi,2,8,
7978,2700692,15871681.0,Lale Zar | Nouroz 99,6,18,
7979,1962771,,سفیر | پایگاه اطلاع رسانی حاج محمد وفانیا,7,0,
7980,2668957,17764176.0,رادیو خروس,1,3,
7981,2691622,16000187.0,Radio Saboksari - رادیو سبک سری,1,24,
7982,1855901,,دکلمه Archives - جایی برای نوشتن,8,32,
7983,3350105,,ارز دیجیتال,2,135,
7984,2643929,17605412.0,hero-garph,1,1,
7985,2788101,10911807.0,owrsi | پادکست اورسی,30,28559,
7986,1947577,,بایگانی‌های محسن ابراهیم زاده - آهنگ قشقایی,1,9,
7987,4346378,,صدا – معماری آنلاین,1,2,
7988,1501685,9809372.0,رسیدن عملی به موفقیت,1,67,
7989,1921004,,شناخت – کلیسای ایرانیان شمال لندن,11,3,
7990,3196220,,okcsRadio | رادیو افق کوروش,12,6,
7991,2752240,18235285.0,کافه قصه,9,65,
7992,1678937,,سیتار – موسیقی بی کلام,8,58,
7993,2891968,11751084.0,جان زندگی | روایت زنان الهام‌بخش,3,45,
7994,2848300,18276399.0,radio chavosh _ رادیو چاوش,15,131,
7995,1791906,,بایگانی‌های کمال محمد - هورامی - دانلود آهنگ کردی,1,7,
7996,2746569,16592952.0,Podtroduce,1,1,
7997,1546377,,پیمان بهمنی – شرکت داده تجارت,1,5,
7998,2727032,17675454.0,کانال روانشناس زهرا رضایی (زوج درمانگر و درمان های فردی),296,2462,
7999,2937591,18547724.0,پادکست مهرمون,8,13,
8000,1917621,,"آیت الله جوادی آملی – سید محسن نبوی ""حرف محبت""",75,46,
8001,1871254,,صدا -,25,44,
8002,2236122,,Radio – مهندس خرادپور – مشاور و مدرس در زمینه مدیریت پروژه,10,0,
